Project Name,Test Companion Mobile Testing
Build Name,ANDROID Session
Build ID,"=""330044"""
Created By,Saidinesh Narisetti
Created At,2026-09-19T07:41:00.209Z
WCAG Version,WCAG 2.2 AAA
Excluded Rules,None
Excluded Rules Categories,None
App Package Name,com.hackathonqa.encore
App Version,"="""""
Auto Scanning,true
Issue Summary,"Total 209, Critical 0, Serious 191, Moderate 10, Minor 8"
Snapshot Count,"=""8"""
Report Link,https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr

Test Name,Device,Issue Type,Issue Description,WCAG,Severity,Element ID,Scan Number,Issue Index,Needs Review,Test Excluded Rules,Test Excluded Rule Categories,Duplicate,Experimental,Issue Details,How to Fix,Element Properties,Issue Link,Docs Link
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-E7,6,30,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-E7\""""},{""frame"":""{\""x\"":876,\""y\"":1212,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjMwIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-B2,6,31,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-B2\""""},{""frame"":""{\""x\"":156,\""y\"":780,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjMxIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-B6,6,32,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-B6\""""},{""frame"":""{\""x\"":732,\""y\"":780,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjMyIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-A7,6,33,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-A7\""""},{""frame"":""{\""x\"":876,\""y\"":636,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjMzIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-A3,6,34,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-A3\""""},{""frame"":""{\""x\"":300,\""y\"":636,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM0In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-D5,6,35,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-D5\""""},{""frame"":""{\""x\"":588,\""y\"":1068,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM1In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-A6,6,36,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-A6\""""},{""frame"":""{\""x\"":732,\""y\"":636,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM2In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-E1,6,37,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-E1\""""},{""frame"":""{\""x\"":12,\""y\"":1212,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM3In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-C3,6,38,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-C3\""""},{""frame"":""{\""x\"":300,\""y\"":924,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM4In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-B8,6,39,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""20\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '20 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-B8\""""},{""frame"":""{\""x\"":1020,\""y\"":780,\""width\"":60,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""20\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjM5In0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-C4,6,40,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-C4\""""},{""frame"":""{\""x\"":444,\""y\"":924,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjQwIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-C8,6,41,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""20\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '20 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-C8\""""},{""frame"":""{\""x\"":1020,\""y\"":924,\""width\"":60,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""20\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjQxIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
Mobile App Accessibility Exploration, v,Touch Target Size,"Ensure that each interactive UI element has a focusable area, or touch target size, of at least 44x44 dp, logical pixels or equivalent",WCAG 2.2-2.5.5 AAA,Serious,seat-B5,6,42,No,None,None,FALSE,FALSE,"{""calculatedWidth"":""\""40\"""",""calculatedHeight"":""\""40\""""}",Users with motor limitations will find it difficult to accurately activate elements with the observed touch target size of '40 x 40'. The expected touch target size should be at minimum '44 x 44' to ensure accessibility and ease of use for all users.,"[{""className"":""\""android.widget.Button\""""},{""viewId"":""\""seat-B5\""""},{""frame"":""{\""x\"":588,\""y\"":780,\""width\"":120,\""height\"":120}""},{""visibleText"":""\""\""""},{""accessible"":true},{""isVisibleToUser"":true},{""isClickable"":true},{""isLongClickable"":false},{""screenWidth"":""\""\""""},{""screenHeight"":""\""\""""},{""screenDotsPerInch"":""\""\""""},{""calculatedWidth"":""\""40\""""},{""calculatedHeight"":""\""40\""""}]",https://app-accessibility.browserstack.com/automated-tests/projects/4149340/builds/ANDROID+Session/1?thBuildId=wrz9clzrcfubqmwsuh92jwvjweufztcted7tynwr&activeTab=all_issues&locator=eyJzbmFwX2luZGV4Ijo1LCJydWxlX2lkIjoidG91Y2gtdGFyZ2V0LXNpemUiLCJpc3N1ZV9pbmRleCI6IjQyIn0=,https://www.browserstack.com/docs/app-accessibility/rule-repository/rules-list/touch-target-size
